text,structure,verb,det,prep,sen_prob_nospace,tokens,log_prob_tokens
the woman promised the coffee to the captain .,PD,PROMISE,THE,to,-48.76837539672852,▁The|▁woman|▁promised|▁the|▁coffee|▁to|▁the|▁captain|.,"[-3.1171624660491943, -8.491089820861816, -10.328858375549316, -2.880465030670166, -9.465272903442383, -4.221682071685791, -1.359584093093872, -7.4485931396484375, -1.4556642770767212]"
the woman promised the captain the coffee .,DO,PROMISE,THE,to,-46.82929992675781,▁The|▁woman|▁promised|▁the|▁captain|▁the|▁coffee|.,"[-3.1171624660491943, -8.491089820861816, -10.32886028289795, -2.8804664611816406, -7.894546985626221, -3.997244358062744, -6.963075637817383, -3.156853199005127]"
the soldier promised the pie to the pilot .,PD,PROMISE,THE,to,-50.22463607788086,▁The|▁soldier|▁promised|▁the|▁pie|▁to|▁the|▁pilot|.,"[-3.1171624660491943, -10.914864540100098, -9.862101554870605, -2.571800947189331, -11.38302993774414, -1.9715042114257812, -1.3237314224243164, -7.308716773986816, -1.7717276811599731]"
the soldier promised the pilot the pie .,DO,PROMISE,THE,to,-50.28424072265625,▁The|▁soldier|▁promised|▁the|▁pilot|▁the|▁pie|.,"[-3.1171624660491943, -10.914864540100098, -9.862101554870605, -2.571800708770752, -7.396093368530273, -3.902373790740967, -10.355140686035156, -2.1647043228149414]"
the guest promised the salad to the lawyer .,PD,PROMISE,THE,to,-54.78279876708984,▁The|▁guest|▁promised|▁the|▁sal|ad|▁to|▁the|▁lawyer|.,"[-3.1171624660491943, -9.702783584594727, -13.462148666381836, -3.4754786491394043, -8.017631530761719, -1.664286732673645, -4.2063446044921875, -1.5856971740722656, -8.210497856140137, -1.3407645225524902]"
the guest promised the lawyer the salad .,DO,PROMISE,THE,to,-55.00642013549805,▁The|▁guest|▁promised|▁the|▁lawyer|▁the|▁sal|ad|.,"[-3.1171624660491943, -9.702783584594727, -13.462148666381836, -3.4754786491394043, -8.400226593017578, -4.076876640319824, -6.8673858642578125, -3.5547616481781006, -2.3495960235595703]"
the cop promised the bell to the uncle .,PD,PROMISE,THE,to,-54.68658065795898,▁The|▁cop|▁promised|▁the|▁bell|▁to|▁the|▁uncle|.,"[-3.1171624660491943, -11.387212753295898, -9.833769798278809, -3.1911911964416504, -9.269248962402344, -4.730951309204102, -2.4910836219787598, -8.746003150939941, -1.919960856437683]"
the cop promised the uncle the bell .,DO,PROMISE,THE,to,-55.19499588012695,▁The|▁cop|▁promised|▁the|▁uncle|▁the|▁bell|.,"[-3.1171624660491943, -11.387212753295898, -9.833768844604492, -3.191192626953125, -8.609917640686035, -4.41182804107666, -10.061409950256348, -4.582505702972412]"
the buddy promised the pie to the attorney .,PD,PROMISE,THE,to,-57.08467864990234,▁The|▁bud|dy|▁promised|▁the|▁pie|▁to|▁the|▁att|orney|.,"[-3.1171624660491943, -11.192802429199219, -2.071122646331787, -10.978549003601074, -3.207364082336426, -9.700922012329102, -3.3014822006225586, -1.443314790725708, -9.164950370788574, -1.0627238750457764, -1.844288945198059]"
the buddy promised the attorney the pie .,DO,PROMISE,THE,to,-55.56562042236328,▁The|▁bud|dy|▁promised|▁the|▁att|orney|▁the|▁pie|.,"[-3.1171624660491943, -11.192802429199219, -2.0711238384246826, -10.97854995727539, -3.2073628902435303, -8.696182250976562, -0.5965975522994995, -3.707935333251953, -9.791206359863281, -2.206697463989258]"
the colonel promised the juice to the king .,PD,PROMISE,THE,to,-50.06412887573242,▁The|▁colon|el|▁promised|▁the|▁ju|ice|▁to|▁the|▁king|.,"[-3.1171624660491943, -11.054583549499512, -2.537411689758301, -8.66691780090332, -3.0653719902038574, -8.824583053588867, -1.5100464820861816, -3.328885078430176, -1.4266527891159058, -5.071619033813477, -1.4608991146087646]"
the colonel promised the king the juice .,DO,PROMISE,THE,to,-52.61090850830078,▁The|▁colon|el|▁promised|▁the|▁king|▁the|▁ju|ice|.,"[-3.1171624660491943, -11.054583549499512, -2.537410259246826, -8.66691780090332, -3.065372943878174, -4.103312969207764, -4.015874862670898, -11.808052062988281, -0.8366913199424744, -3.405526638031006]"
the daughter promised the juice to the teacher .,PD,PROMISE,THE,to,-50.23581314086914,▁The|▁daughter|▁promised|▁the|▁ju|ice|▁to|▁the|▁teacher|.,"[-3.1171624660491943, -9.180712699890137, -12.14240837097168, -3.307590961456299, -10.193889617919922, -0.6585376858711243, -3.217210292816162, -1.403527855873108, -5.630710601806641, -1.384062647819519]"
the daughter promised the teacher the juice .,DO,PROMISE,THE,to,-48.3121337890625,▁The|▁daughter|▁promised|▁the|▁teacher|▁the|▁ju|ice|.,"[-3.1171624660491943, -9.180712699890137, -12.14240837097168, -3.307590961456299, -6.135819911956787, -4.149108409881592, -7.949400424957275, -0.34048110246658325, -1.9894490242004395]"
the boy promised the tea to the aunt .,PD,PROMISE,THE,to,-46.8615608215332,▁The|▁boy|▁promised|▁the|▁tea|▁to|▁the|▁a|unt|.,"[-3.1171624660491943, -8.842792510986328, -9.223052024841309, -2.7884511947631836, -9.355721473693848, -3.833226203918457, -1.3075342178344727, -6.674544334411621, -0.27376455068588257, -1.4453150033950806]"
the boy promised the aunt the tea .,DO,PROMISE,THE,to,-45.72826385498047,▁The|▁boy|▁promised|▁the|▁a|unt|▁the|▁tea|.,"[-3.1171624660491943, -8.842792510986328, -9.223052024841309, -2.7884511947631836, -7.993138790130615, -0.5063677430152893, -4.282841205596924, -6.774127960205078, -2.200331926345825]"
the opponent promised the bowl to the son .,PD,PROMISE,THE,to,-56.27798461914063,▁The|▁oppon|ent|▁promised|▁the|▁bow|l|▁to|▁the|▁son|.,"[-3.1171624660491943, -11.682723999023438, -0.8916197419166565, -11.022374153137207, -3.1223793029785156, -10.100043296813965, -1.3595409393310547, -3.716599941253662, -1.2404661178588867, -7.55490779876709, -2.470165729522705]"
the opponent promised the son the bowl .,DO,PROMISE,THE,to,-54.40940856933594,▁The|▁oppon|ent|▁promised|▁the|▁son|▁the|▁bow|l|.,"[-3.1171624660491943, -11.682723999023438, -0.8916208148002625, -11.022372245788574, -3.1223793029785156, -8.128313064575195, -4.370826244354248, -8.995240211486816, -0.6985426545143127, -2.380225658416748]"
the mayor promised the tea to the mother .,PD,PROMISE,THE,to,-51.72090530395508,▁The|▁mayor|▁promised|▁the|▁tea|▁to|▁the|▁mother|.,"[-3.1171624660491943, -9.700708389282227, -8.292458534240723, -3.1417927742004395, -9.576028823852539, -6.409440517425537, -1.6580606698989868, -7.001593589782715, -2.823662042617798]"
the mayor promised the mother the tea .,DO,PROMISE,THE,to,-51.14098358154297,▁The|▁mayor|▁promised|▁the|▁mother|▁the|▁tea|.,"[-3.1171624660491943, -9.700708389282227, -8.292462348937988, -3.141791820526123, -7.632370471954346, -4.440771579742432, -10.848998069763184, -3.9667158126831055]"
the student promised the coffee to the doctor .,PD,PROMISE,THE,to,-49.65891647338867,▁The|▁student|▁promised|▁the|▁coffee|▁to|▁the|▁doctor|.,"[-3.1171624660491943, -8.500862121582031, -11.551475524902344, -3.1083574295043945, -10.225262641906738, -4.14531946182251, -1.3968585729599, -6.065334320068359, -1.5482827425003052]"
the student promised the doctor the coffee .,DO,PROMISE,THE,to,-47.165184020996094,▁The|▁student|▁promised|▁the|▁doctor|▁the|▁coffee|.,"[-3.1171624660491943, -8.500862121582031, -11.551475524902344, -3.108356237411499, -6.2015533447265625, -4.25725793838501, -8.056533813476562, -2.3719840049743652]"
the actress promised the salad to the physician .,PD,PROMISE,THE,to,-56.2132453918457,▁The|▁actress|▁promised|▁the|▁sal|ad|▁to|▁the|▁phys|ician|.,"[-3.1171624660491943, -9.575809478759766, -9.815983772277832, -3.395504951477051, -9.642853736877441, -3.2269225120544434, -3.0063276290893555, -2.1906275749206543, -9.469192504882812, -0.5026047825813293, -2.2702598571777344]"
the actress promised the physician the salad .,DO,PROMISE,THE,to,-54.77017593383789,▁The|▁actress|▁promised|▁the|▁phys|ician|▁the|▁sal|ad|.,"[-3.1171624660491943, -9.575809478759766, -9.815984725952148, -3.3955042362213135, -10.013076782226562, -0.7763267159461975, -3.969733238220215, -7.304447650909424, -4.0854692459106445, -2.716661214828491]"
the prince promised the television to the actress .,PD,PROMISE,THE,to,-52.01335906982422,▁The|▁prince|▁promised|▁the|▁television|▁to|▁the|▁actress|.,"[-3.1171624660491943, -10.841792106628418, -9.019262313842773, -2.72921085357666, -10.712254524230957, -4.688620090484619, -0.9188542366027832, -7.913187026977539, -2.073014497756958]"
the prince promised the actress the television .,DO,PROMISE,THE,to,-51.52690887451172,▁The|▁prince|▁promised|▁the|▁actress|▁the|▁television|.,"[-3.1171624660491943, -10.841792106628418, -9.01926326751709, -2.7292113304138184, -7.583577632904053, -3.5571606159210205, -9.693472862243652, -4.985267639160156]"
the champion promised the cheese to the prince .,PD,PROMISE,THE,to,-51.56319808959961,▁The|▁champion|▁promised|▁the|▁che|ese|▁to|▁the|▁prince|.,"[-3.1171624660491943, -11.118099212646484, -11.203502655029297, -3.0337793827056885, -7.721440315246582, -3.89023494720459, -2.463261127471924, -1.1857998371124268, -6.343227863311768, -1.486692190170288]"
the champion promised the prince the cheese .,DO,PROMISE,THE,to,-53.189212799072266,▁The|▁champion|▁promised|▁the|▁prince|▁the|▁che|ese|.,"[-3.1171624660491943, -11.118099212646484, -11.203502655029297, -3.0337793827056885, -8.223484992980957, -3.440793037414551, -9.223794937133789, -1.7381186485290527, -2.090480327606201]"
the cop promised the pie to the president .,PD,PROMISE,THE,to,-54.73959732055664,▁The|▁cop|▁promised|▁the|▁pie|▁to|▁the|▁president|.,"[-3.1171624660491943, -11.387212753295898, -9.833769798278809, -3.1911911964416504, -11.730620384216309, -3.4506733417510986, -1.2453645467758179, -8.821468353271484, -1.9621376991271973]"
the cop promised the president the pie .,DO,PROMISE,THE,to,-51.52572250366211,▁The|▁cop|▁promised|▁the|▁president|▁the|▁pie|.,"[-3.1171624660491943, -11.387212753295898, -9.833768844604492, -3.191192626953125, -7.0850324630737305, -4.113036632537842, -10.744275093078613, -2.054043769836426]"
the aunt promised the newspaper to the mother .,PD,PROMISE,THE,to,-48.822513580322266,▁The|▁a|unt|▁promised|▁the|▁newspaper|▁to|▁the|▁mother|.,"[-3.1171624660491943, -7.8795905113220215, -5.258616924285889, -9.134571075439453, -3.184788703918457, -9.18404483795166, -3.436187982559204, -2.0196194648742676, -3.7997524738311768, -1.808180332183838]"
the aunt promised the mother the newspaper .,DO,PROMISE,THE,to,-48.086334228515625,▁The|▁a|unt|▁promised|▁the|▁mother|▁the|▁newspaper|.,"[-3.1171624660491943, -7.8795905113220215, -5.258616924285889, -9.134571075439453, -3.1847872734069824, -3.2807047367095947, -4.198168754577637, -9.132487297058105, -2.900242805480957]"
the doctor promised the chicken to the actor .,PD,PROMISE,THE,to,-50.35443115234375,▁The|▁doctor|▁promised|▁the|▁ch|icken|▁to|▁the|▁actor|.,"[-3.1171624660491943, -9.078609466552734, -8.421745300292969, -3.432957887649536, -7.595902442932129, -1.926587462425232, -4.694888114929199, -1.2435675859451294, -9.41571044921875, -1.4272990226745605]"
the doctor promised the actor the chicken .,DO,PROMISE,THE,to,-50.758148193359375,▁The|▁doctor|▁promised|▁the|▁actor|▁the|▁ch|icken|.,"[-3.1171624660491943, -9.078609466552734, -8.421745300292969, -3.432957887649536, -7.513785362243652, -4.304223537445068, -7.321179389953613, -2.6256608963012695, -4.942827224731445]"
the buddy promised the chicken to the sheriff .,PD,PROMISE,THE,to,-53.58297348022461,▁The|▁bud|dy|▁promised|▁the|▁ch|icken|▁to|▁the|▁sh|er|iff|.,"[-3.1171624660491943, -11.192802429199219, -2.0711238384246826, -10.97854995727539, -3.2073628902435303, -6.646488666534424, -2.509084701538086, -3.3564889430999756, -1.1537258625030518, -6.410839080810547, -1.4479331970214844, -0.0301702581346035, -1.461240291595459]"
the buddy promised the sheriff the chicken .,DO,PROMISE,THE,to,-53.44503784179688,▁The|▁bud|dy|▁promised|▁the|▁sh|er|iff|▁the|▁ch|icken|.,"[-3.1171624660491943, -11.192802429199219, -2.0711238384246826, -10.97854995727539, -3.2073638439178467, -6.308076858520508, -1.2547266483306885, -0.027194827795028687, -3.837285280227661, -6.83796501159668, -1.581993579864502, -3.030792713165283]"
a princess promised a tea to a reader .,PD,PROMISE,A,to,-56.93130874633789,▁A|▁prin|cess|▁promised|▁a|▁tea|▁to|▁a|▁reader|.,"[-4.501774787902832, -10.29953670501709, -0.02450183592736721, -9.803001403808594, -2.9615893363952637, -10.26491641998291, -5.569549560546875, -1.819013237953186, -10.002827644348145, -1.6845977306365967]"
a princess promised a reader a tea .,DO,PROMISE,A,to,-51.43988800048828,▁A|▁prin|cess|▁promised|▁a|▁reader|▁a|▁tea|.,"[-4.501774787902832, -10.29953670501709, -0.02450183592736721, -9.803001403808594, -2.9615895748138428, -10.897994041442871, -1.7642054557800293, -6.924886703491211, -4.26239538192749]"
a sheriff promised a glass to a doctor .,PD,PROMISE,A,to,-55.52933883666992,▁A|▁sh|er|iff|▁promised|▁a|▁glass|▁to|▁a|▁doctor|.,"[-4.501774787902832, -7.799091339111328, -2.8435935974121094, -0.060277536511421204, -10.323959350585938, -2.606649160385132, -10.701979637145996, -5.305909156799316, -2.0872063636779785, -7.177098274230957, -2.121802806854248]"
a sheriff promised a doctor a glass .,DO,PROMISE,A,to,-52.7899284362793,▁A|▁sh|er|iff|▁promised|▁a|▁doctor|▁a|▁glass|.,"[-4.501774787902832, -7.799091339111328, -2.8435957431793213, -0.060277536511421204, -10.32396125793457, -2.6066508293151855, -7.419503211975098, -2.0296216011047363, -8.168076515197754, -7.037379264831543]"
a pilot promised a cup to an opponent .,PD,PROMISE,A,to,-57.51811981201172,▁A|▁pilot|▁promised|▁a|▁cup|▁to|▁an|▁oppon|ent|.,"[-4.501774787902832, -8.189932823181152, -13.137335777282715, -2.3947110176086426, -7.783391952514648, -7.7476887702941895, -3.6450061798095703, -7.565301418304443, -0.002531302161514759, -2.5504534244537354]"
a pilot promised an opponent a cup .,DO,PROMISE,A,to,-53.23815536499024,▁A|▁pilot|▁promised|▁an|▁oppon|ent|▁a|▁cup|.,"[-4.501774787902832, -8.189932823181152, -13.137335777282715, -4.4935622215271, -8.0814208984375, -0.001293061301112175, -2.07375431060791, -5.368054389953613, -7.391030788421631]"
a worker promised a beer to a writer .,PD,PROMISE,A,to,-50.99040985107422,▁A|▁worker|▁promised|▁a|▁be|er|▁to|▁a|▁writer|.,"[-4.501774787902832, -8.75171184539795, -12.141560554504395, -1.6483745574951172, -7.468119144439697, -0.3102542459964752, -2.23498272895813, -1.452709674835205, -10.005379676818848, -2.475543975830078]"
a worker promised a writer a beer .,DO,PROMISE,A,to,-47.03532028198242,▁A|▁worker|▁promised|▁a|▁writer|▁a|▁be|er|.,"[-4.501774787902832, -8.75171184539795, -12.141560554504395, -1.6483745574951172, -10.176368713378906, -1.398486852645874, -5.970602989196777, -0.06342931091785431, -2.383007526397705]"
a singer promised a cheese to a lawyer .,PD,PROMISE,A,to,-56.863372802734375,▁A|▁singer|▁promised|▁a|▁che|ese|▁to|▁a|▁lawyer|.,"[-4.501774787902832, -9.824254989624023, -12.203704833984375, -2.4724793434143066, -7.897159576416016, -3.2256264686584473, -3.3482232093811035, -1.8042852878570557, -9.617147445678711, -1.9687080383300781]"
a singer promised a lawyer a cheese .,DO,PROMISE,A,to,-56.34291458129883,▁A|▁singer|▁promised|▁a|▁lawyer|▁a|▁che|ese|.,"[-4.501774787902832, -9.824254989624023, -12.203704833984375, -2.4724793434143066, -9.331507682800293, -1.9184905290603638, -7.352673053741455, -3.3908636569976807, -5.347161769866943]"
a manager promised a cheese to a doctor .,PD,PROMISE,A,to,-54.18508529663086,▁A|▁manager|▁promised|▁a|▁che|ese|▁to|▁a|▁doctor|.,"[-4.501774787902832, -9.957470893859863, -10.920072555541992, -1.9837229251861572, -7.930015563964844, -3.2166194915771484, -4.425402641296387, -1.3493040800094604, -7.941868782043457, -1.9588346481323242]"
a manager promised a doctor a cheese .,DO,PROMISE,A,to,-54.70368957519531,▁A|▁manager|▁promised|▁a|▁doctor|▁a|▁che|ese|.,"[-4.501774787902832, -9.957470893859863, -10.920072555541992, -1.9837229251861572, -7.720043182373047, -1.3915305137634277, -7.813457489013672, -4.234010696411133, -6.181606769561768]"
a woman promised a salad to an aunt .,PD,PROMISE,A,to,-50.220611572265625,▁A|▁woman|▁promised|▁a|▁sal|ad|▁to|▁an|▁a|unt|.,"[-4.501774787902832, -5.540409564971924, -11.284768104553223, -2.636876106262207, -7.361323833465576, -3.675374746322632, -2.4687082767486572, -4.009042739868164, -4.630778789520264, -1.5689797401428223, -2.5425751209259033]"
a woman promised an aunt a salad .,DO,PROMISE,A,to,-48.41874694824219,▁A|▁woman|▁promised|▁an|▁a|unt|▁a|▁sal|ad|.,"[-4.501774787902832, -5.540409564971924, -11.284767150878906, -4.94954776763916, -4.650042533874512, -2.4739091396331787, -3.034670114517212, -7.433780670166016, -2.25060772895813, -2.2992377281188965]"
