ppo,pdo,tpo,tdo
the champion threw the coat to us .,the champion threw us the coat .,a business designed a knife for them .,a business designed them a knife .
the king took the instrument to you .,the king took you the instrument .,a business designed a knife for me .,a business designed me a knife .
the physician took the newspaper to them .,the physician took them the newspaper .,a business designed a knife for you .,a business designed you a knife .
the author promised the anchor to me .,the author promised me the anchor .,a business designed a knife for you .,a business designed you a knife .
the chief sent the pie to me .,the chief sent me the pie .,a business designed a knife for us .,a business designed us a knife .
the adult sent the newspaper to me .,the adult sent me the newspaper .,a business designed a knife for us .,a business designed us a knife .
the soldier fed the salad to them .,the soldier fed them the salad .,a business designed a knife for them .,a business designed them a knife .
the king supplied the meal to you .,the king supplied you the meal .,a business designed a knife for you .,a business designed you a knife .
a guy kept a beer for him .,a guy kept him a beer .,the cop supplied the key to us .,the cop supplied us the key .
a woman left a chicken for you .,a woman left you a chicken .,the cop supplied the key to them .,the cop supplied them the key .
a girl got a motor for them .,a girl got them a motor .,the cop supplied the key to us .,the cop supplied us the key .
a writer got an instrument for it .,a writer got it an instrument .,the cop supplied the key to us .,the cop supplied us the key .
an employer caught a telephone for me .,an employer caught me a telephone .,the cop supplied the key to them .,the cop supplied them the key .
a leader designed a log for you .,a leader designed you a log .,the cop supplied the key to you .,the cop supplied you the key .
a winner got a pie for him .,a winner got him a pie .,the cop supplied the key to her .,the cop supplied her the key .
an opponent left a flower for you .,an opponent left you a flower .,the cop supplied the key to him .,the cop supplied him the key .
a student drew a telephone for it .,a student drew it a telephone .,the cop supplied the key to me .,the cop supplied me the key .
a chief drew a motor for us .,a chief drew us a motor .,the cop supplied the key to us .,the cop supplied us the key .
the soldier sent the camera to it .,the soldier sent it the camera .,a king kept a salad for you .,a king kept you a salad .
the worker threw the tea to them .,the worker threw them the tea .,a king kept a salad for it .,a king kept it a salad .
the woman sold the meal to her .,the woman sold her the meal .,a king kept a salad for it .,a king kept it a salad .
the nurse supplied the coffee to you .,the nurse supplied you the coffee .,a king kept a salad for us .,a king kept us a salad .
the manager supplied the newspaper to her .,the manager supplied her the newspaper .,a king kept a salad for us .,a king kept us a salad .
the winner showed the bell to him .,the winner showed him the bell .,a king kept a salad for you .,a king kept you a salad .
the kid brought the pie to them .,the kid brought them the pie .,a king kept a salad for them .,a king kept them a salad .
the wife brought the chicken to her .,the wife brought her the chicken .,a king kept a salad for you .,a king kept you a salad .
the cousin supplied the beer to you .,the cousin supplied you the beer .,a king kept a salad for me .,a king kept me a salad .
the captain showed the pie to me .,the captain showed me the pie .,a king kept a salad for us .,a king kept us a salad .
the lawyer threw the beer to me .,the lawyer threw me the beer .,a candidate left a tea for us .,a candidate left us a tea .
the secretary sold the candy to you .,the secretary sold you the candy .,a candidate left a tea for you .,a candidate left you a tea .
the attorney promised the bowl to us .,the attorney promised us the bowl .,a candidate left a tea for it .,a candidate left it a tea .
the teacher threw the candy to him .,the teacher threw him the candy .,a candidate left a tea for them .,a candidate left them a tea .
the attorney promised the beer to you .,the attorney promised you the beer .,a candidate left a tea for it .,a candidate left it a tea .
the girl fed the chicken to you .,the girl fed you the chicken .,a candidate left a tea for me .,a candidate left me a tea .
the cop fed the salad to him .,the cop fed him the salad .,a candidate left a tea for us .,a candidate left us a tea .
the colonel promised the candy to it .,the colonel promised it the candy .,a candidate left a tea for you .,a candidate left you a tea .
the student gave the log to us .,the student gave us the log .,a candidate left a tea for you .,a candidate left you a tea .
the man supplied the bowl to him .,the man supplied him the bowl .,a candidate left a tea for him .,a candidate left him a tea .
a son got a bowl for me .,a son got me a bowl .,the singer threw the juice to us .,the singer threw us the juice .
a candidate bought a pie for us .,a candidate bought us a pie .,the singer threw the juice to us .,the singer threw us the juice .
a reader made a television for them .,a reader made them a television .,the singer threw the juice to them .,the singer threw them the juice .
a captain left a bottle for us .,a captain left us a bottle .,the singer threw the juice to me .,the singer threw me the juice .
a secretary purchased a cheese for you .,a secretary purchased you a cheese .,the singer threw the juice to him .,the singer threw him the juice .
