text,structure,verb,det,prep
the pilot sold the juice to them .,PD,SELL,THE,to
the pilot sold them the juice .,DO,SELL,THE,to
the partner sold the key to you .,PD,SELL,THE,to
the partner sold you the key .,DO,SELL,THE,to
a sheriff sold a meal to me .,PD,SELL,A,to
a sheriff sold me a meal .,DO,SELL,A,to
a mother sold a chocolate to him .,PD,SELL,A,to
a mother sold him a chocolate .,DO,SELL,A,to
an attorney sold a box to me .,PD,SELL,A,to
an attorney sold me a box .,DO,SELL,A,to
a lady sold a beer to you .,PD,SELL,A,to
a lady sold you a beer .,DO,SELL,A,to
a daughter sold a tea to him .,PD,SELL,A,to
a daughter sold him a tea .,DO,SELL,A,to
a physician sold a button to him .,PD,SELL,A,to
a physician sold him a button .,DO,SELL,A,to
a prince sold a tea to them .,PD,SELL,A,to
a prince sold them a tea .,DO,SELL,A,to
an actor sold a bowl to you .,PD,SELL,A,to
an actor sold you a bowl .,DO,SELL,A,to
a partner sold a beer to us .,PD,SELL,A,to
a partner sold us a beer .,DO,SELL,A,to
a worker sold a chocolate to him .,PD,SELL,A,to
a worker sold him a chocolate .,DO,SELL,A,to
a teacher sold a coffee to him .,PD,SELL,A,to
a teacher sold him a coffee .,DO,SELL,A,to
a reader sold a knife to him .,PD,SELL,A,to
a reader sold him a knife .,DO,SELL,A,to
a kid sold a beer to you .,PD,SELL,A,to
a kid sold you a beer .,DO,SELL,A,to
an employer sold a computer to me .,PD,SELL,A,to
an employer sold me a computer .,DO,SELL,A,to
a president sold a coffee to us .,PD,SELL,A,to
a president sold us a coffee .,DO,SELL,A,to
an author sold a tea to you .,PD,SELL,A,to
an author sold you a tea .,DO,SELL,A,to
a singer sold a beer to us .,PD,SELL,A,to
a singer sold us a beer .,DO,SELL,A,to
a manager sold a juice to him .,PD,SELL,A,to
a manager sold him a juice .,DO,SELL,A,to
a husband sold a glass to us .,PD,SELL,A,to
a husband sold us a glass .,DO,SELL,A,to
a brother sold a beer to us .,PD,SELL,A,to
a brother sold us a beer .,DO,SELL,A,to
an aunt sold a salad to him .,PD,SELL,A,to
an aunt sold him a salad .,DO,SELL,A,to
an actor sold a meal to them .,PD,SELL,A,to
an actor sold them a meal .,DO,SELL,A,to
a girl sold a candy to him .,PD,SELL,A,to
a girl sold him a candy .,DO,SELL,A,to
a brother sold a coffee to you .,PD,SELL,A,to
a brother sold you a coffee .,DO,SELL,A,to
the opponent sent the meal to you .,PD,SEND,THE,to
the opponent sent you the meal .,DO,SEND,THE,to
the writer sent the meal to them .,PD,SEND,THE,to
the writer sent them the meal .,DO,SEND,THE,to
the priest sent the chocolate to them .,PD,SEND,THE,to
the priest sent them the chocolate .,DO,SEND,THE,to
the student sent the key to you .,PD,SEND,THE,to
the student sent you the key .,DO,SEND,THE,to
the manager sent the book to me .,PD,SEND,THE,to
the manager sent me the book .,DO,SEND,THE,to
the cousin sent the juice to him .,PD,SEND,THE,to
the cousin sent him the juice .,DO,SEND,THE,to
the lady sent the beer to them .,PD,SEND,THE,to
the lady sent them the beer .,DO,SEND,THE,to
the secretary sent the salad to you .,PD,SEND,THE,to
the secretary sent you the salad .,DO,SEND,THE,to
the father sent the engine to you .,PD,SEND,THE,to
the father sent you the engine .,DO,SEND,THE,to
the sheriff sent the pie to me .,PD,SEND,THE,to
the sheriff sent me the pie .,DO,SEND,THE,to
the author sent the cup to you .,PD,SEND,THE,to
the author sent you the cup .,DO,SEND,THE,to
the attorney sent the salad to me .,PD,SEND,THE,to
the attorney sent me the salad .,DO,SEND,THE,to
the doctor sent the meal to me .,PD,SEND,THE,to
the doctor sent me the meal .,DO,SEND,THE,to
the lady sent the coffee to it .,PD,SEND,THE,to
the lady sent it the coffee .,DO,SEND,THE,to
the reader sent the cheese to it .,PD,SEND,THE,to
the reader sent it the cheese .,DO,SEND,THE,to
the guy sent the candy to him .,PD,SEND,THE,to
the guy sent him the candy .,DO,SEND,THE,to
the aunt sent the candy to us .,PD,SEND,THE,to
the aunt sent us the candy .,DO,SEND,THE,to
the kid sent the pie to it .,PD,SEND,THE,to
the kid sent it the pie .,DO,SEND,THE,to
the soldier sent the chocolate to it .,PD,SEND,THE,to
the soldier sent it the chocolate .,DO,SEND,THE,to
the cop sent the key to me .,PD,SEND,THE,to
the cop sent me the key .,DO,SEND,THE,to
the friend sent the pie to it .,PD,SEND,THE,to
the friend sent it the pie .,DO,SEND,THE,to
the candidate sent the chicken to you .,PD,SEND,THE,to
the candidate sent you the chicken .,DO,SEND,THE,to
the lawyer sent the pie to him .,PD,SEND,THE,to
the lawyer sent him the pie .,DO,SEND,THE,to
the king sent the juice to me .,PD,SEND,THE,to
the king sent me the juice .,DO,SEND,THE,to
a husband sent a telephone to me .,PD,SEND,A,to
a husband sent me a telephone .,DO,SEND,A,to
a man sent a tea to him .,PD,SEND,A,to
a man sent him a tea .,DO,SEND,A,to
a teacher sent a guitar to me .,PD,SEND,A,to
a teacher sent me a guitar .,DO,SEND,A,to
a sheriff sent a tea to me .,PD,SEND,A,to
a sheriff sent me a tea .,DO,SEND,A,to
a son sent a juice to her .,PD,SEND,A,to
a son sent her a juice .,DO,SEND,A,to
a physician sent a knife to us .,PD,SEND,A,to
a physician sent us a knife .,DO,SEND,A,to
a mayor sent a chocolate to her .,PD,SEND,A,to
a mayor sent her a chocolate .,DO,SEND,A,to
a teacher sent a coffee to him .,PD,SEND,A,to
a teacher sent him a coffee .,DO,SEND,A,to
a child sent a pie to him .,PD,SEND,A,to
a child sent him a pie .,DO,SEND,A,to
a husband sent a tea to us .,PD,SEND,A,to
a husband sent us a tea .,DO,SEND,A,to
a lawyer sent a candy to me .,PD,SEND,A,to
a lawyer sent me a candy .,DO,SEND,A,to
a husband sent a tea to you .,PD,SEND,A,to
a husband sent you a tea .,DO,SEND,A,to
a hero sent a tea to them .,PD,SEND,A,to
a hero sent them a tea .,DO,SEND,A,to
a sheriff sent a tea to us .,PD,SEND,A,to
a sheriff sent us a tea .,DO,SEND,A,to
a minister sent a button to them .,PD,SEND,A,to
a minister sent them a button .,DO,SEND,A,to
an actress sent a box to it .,PD,SEND,A,to
an actress sent it a box .,DO,SEND,A,to
a writer sent a cigarette to it .,PD,SEND,A,to
a writer sent it a cigarette .,DO,SEND,A,to
a soldier sent a juice to him .,PD,SEND,A,to
a soldier sent him a juice .,DO,SEND,A,to
a husband sent a beer to us .,PD,SEND,A,to
a husband sent us a beer .,DO,SEND,A,to
a mother sent a juice to me .,PD,SEND,A,to
a mother sent me a juice .,DO,SEND,A,to
a lady sent a tea to us .,PD,SEND,A,to
a lady sent us a tea .,DO,SEND,A,to
a woman sent a beer to him .,PD,SEND,A,to
a woman sent him a beer .,DO,SEND,A,to
an employee sent a chocolate to it .,PD,SEND,A,to
an employee sent it a chocolate .,DO,SEND,A,to
a doctor sent a wire to them .,PD,SEND,A,to
a doctor sent them a wire .,DO,SEND,A,to
the lawyer showed the glass to us .,PD,SHOW,THE,to
the lawyer showed us the glass .,DO,SHOW,THE,to
the professor showed the coffee to you .,PD,SHOW,THE,to
the professor showed you the coffee .,DO,SHOW,THE,to
the wife showed the candy to him .,PD,SHOW,THE,to
the wife showed him the candy .,DO,SHOW,THE,to
the opponent showed the coffee to her .,PD,SHOW,THE,to
the opponent showed her the coffee .,DO,SHOW,THE,to
the manager showed the bowl to me .,PD,SHOW,THE,to
the manager showed me the bowl .,DO,SHOW,THE,to
the kid showed the glass to him .,PD,SHOW,THE,to
the kid showed him the glass .,DO,SHOW,THE,to
the candidate showed the cheese to him .,PD,SHOW,THE,to
the candidate showed him the cheese .,DO,SHOW,THE,to
the soldier showed the chocolate to us .,PD,SHOW,THE,to
the soldier showed us the chocolate .,DO,SHOW,THE,to
the president showed the beer to you .,PD,SHOW,THE,to
the president showed you the beer .,DO,SHOW,THE,to
the prince showed the coffee to me .,PD,SHOW,THE,to
the prince showed me the coffee .,DO,SHOW,THE,to
the secretary showed the book to you .,PD,SHOW,THE,to
the secretary showed you the book .,DO,SHOW,THE,to
the partner showed the coffee to me .,PD,SHOW,THE,to
the partner showed me the coffee .,DO,SHOW,THE,to
the buddy showed the jacket to us .,PD,SHOW,THE,to
the buddy showed us the jacket .,DO,SHOW,THE,to
the scientist showed the tea to him .,PD,SHOW,THE,to
the scientist showed him the tea .,DO,SHOW,THE,to
the lady showed the coffee to him .,PD,SHOW,THE,to
the lady showed him the coffee .,DO,SHOW,THE,to
the worker showed the juice to them .,PD,SHOW,THE,to
the worker showed them the juice .,DO,SHOW,THE,to
the employee showed the chocolate to her .,PD,SHOW,THE,to
the employee showed her the chocolate .,DO,SHOW,THE,to
the scientist showed the tea to it .,PD,SHOW,THE,to
the scientist showed it the tea .,DO,SHOW,THE,to
the lady showed the juice to it .,PD,SHOW,THE,to
the lady showed it the juice .,DO,SHOW,THE,to
the physician showed the chocolate to us .,PD,SHOW,THE,to
the physician showed us the chocolate .,DO,SHOW,THE,to
the adult showed the cheese to you .,PD,SHOW,THE,to
the adult showed you the cheese .,DO,SHOW,THE,to
the king showed the motor to us .,PD,SHOW,THE,to
the king showed us the motor .,DO,SHOW,THE,to
the writer showed the meal to him .,PD,SHOW,THE,to
the writer showed him the meal .,DO,SHOW,THE,to
the reader showed the coffee to me .,PD,SHOW,THE,to
the reader showed me the coffee .,DO,SHOW,THE,to
the secretary showed the television to them .,PD,SHOW,THE,to
the secretary showed them the television .,DO,SHOW,THE,to
a secretary showed a cheese to you .,PD,SHOW,A,to
a secretary showed you a cheese .,DO,SHOW,A,to
a cop showed a beer to you .,PD,SHOW,A,to
a cop showed you a beer .,DO,SHOW,A,to
a sheriff showed a cheese to them .,PD,SHOW,A,to
a sheriff showed them a cheese .,DO,SHOW,A,to
a prince showed a tea to him .,PD,SHOW,A,to
a prince showed him a tea .,DO,SHOW,A,to
a nurse showed an engine to him .,PD,SHOW,A,to
a nurse showed him an engine .,DO,SHOW,A,to
a daughter showed a camera to me .,PD,SHOW,A,to
a daughter showed me a camera .,DO,SHOW,A,to
a kid showed a candy to us .,PD,SHOW,A,to
a kid showed us a candy .,DO,SHOW,A,to
an attorney showed a pie to them .,PD,SHOW,A,to
an attorney showed them a pie .,DO,SHOW,A,to
an aunt showed a salad to me .,PD,SHOW,A,to
an aunt showed me a salad .,DO,SHOW,A,to
a minister showed a knife to you .,PD,SHOW,A,to
a minister showed you a knife .,DO,SHOW,A,to
a kid showed a cigarette to you .,PD,SHOW,A,to
a kid showed you a cigarette .,DO,SHOW,A,to
a princess showed a cheese to him .,PD,SHOW,A,to
a princess showed him a cheese .,DO,SHOW,A,to
a winner showed a salad to him .,PD,SHOW,A,to
a winner showed him a salad .,DO,SHOW,A,to
a reader showed a coffee to you .,PD,SHOW,A,to
a reader showed you a coffee .,DO,SHOW,A,to
an author showed a meal to him .,PD,SHOW,A,to
an author showed him a meal .,DO,SHOW,A,to
a wife showed a pie to you .,PD,SHOW,A,to
a wife showed you a pie .,DO,SHOW,A,to
an author showed a computer to me .,PD,SHOW,A,to
an author showed me a computer .,DO,SHOW,A,to
a winner showed a beer to him .,PD,SHOW,A,to
a winner showed him a beer .,DO,SHOW,A,to
a writer showed a cup to her .,PD,SHOW,A,to
a writer showed her a cup .,DO,SHOW,A,to
a lawyer showed a gun to it .,PD,SHOW,A,to
a lawyer showed it a gun .,DO,SHOW,A,to
a buddy showed a log to us .,PD,SHOW,A,to
a buddy showed us a log .,DO,SHOW,A,to
a buddy showed a coffee to him .,PD,SHOW,A,to
a buddy showed him a coffee .,DO,SHOW,A,to
a lawyer showed a juice to him .,PD,SHOW,A,to
a lawyer showed him a juice .,DO,SHOW,A,to
an attorney showed a tea to me .,PD,SHOW,A,to
an attorney showed me a tea .,DO,SHOW,A,to
a scientist showed a tea to you .,PD,SHOW,A,to
a scientist showed you a tea .,DO,SHOW,A,to
the singer supplied the cheese to you .,PD,SUPPLY,THE,to
the singer supplied you the cheese .,DO,SUPPLY,THE,to
the kid supplied the cheese to it .,PD,SUPPLY,THE,to
the kid supplied it the cheese .,DO,SUPPLY,THE,to
the buddy supplied the chocolate to me .,PD,SUPPLY,THE,to
the buddy supplied me the chocolate .,DO,SUPPLY,THE,to
the priest supplied the juice to him .,PD,SUPPLY,THE,to
the priest supplied him the juice .,DO,SUPPLY,THE,to
the employee supplied the flower to me .,PD,SUPPLY,THE,to
the employee supplied me the flower .,DO,SUPPLY,THE,to
the champion supplied the juice to you .,PD,SUPPLY,THE,to
the champion supplied you the juice .,DO,SUPPLY,THE,to
the uncle supplied the chicken to me .,PD,SUPPLY,THE,to
the uncle supplied me the chicken .,DO,SUPPLY,THE,to
the aunt supplied the chocolate to you .,PD,SUPPLY,THE,to
the aunt supplied you the chocolate .,DO,SUPPLY,THE,to
the prince supplied the card to me .,PD,SUPPLY,THE,to
the prince supplied me the card .,DO,SUPPLY,THE,to
the singer supplied the juice to me .,PD,SUPPLY,THE,to
the singer supplied me the juice .,DO,SUPPLY,THE,to
the colonel supplied the tea to you .,PD,SUPPLY,THE,to
the colonel supplied you the tea .,DO,SUPPLY,THE,to
the pilot supplied the card to us .,PD,SUPPLY,THE,to
the pilot supplied us the card .,DO,SUPPLY,THE,to
the adult supplied the bell to me .,PD,SUPPLY,THE,to
the adult supplied me the bell .,DO,SUPPLY,THE,to
the professor supplied the coffee to them .,PD,SUPPLY,THE,to
the professor supplied them the coffee .,DO,SUPPLY,THE,to
the nurse supplied the box to us .,PD,SUPPLY,THE,to
the nurse supplied us the box .,DO,SUPPLY,THE,to
the kid supplied the beer to me .,PD,SUPPLY,THE,to
the kid supplied me the beer .,DO,SUPPLY,THE,to
the sheriff supplied the card to them .,PD,SUPPLY,THE,to
the sheriff supplied them the card .,DO,SUPPLY,THE,to
the winner supplied the coffee to you .,PD,SUPPLY,THE,to
the winner supplied you the coffee .,DO,SUPPLY,THE,to
the cop supplied the tea to her .,PD,SUPPLY,THE,to
the cop supplied her the tea .,DO,SUPPLY,THE,to
the soldier supplied the coffee to you .,PD,SUPPLY,THE,to
the soldier supplied you the coffee .,DO,SUPPLY,THE,to
the cop supplied the candy to you .,PD,SUPPLY,THE,to
the cop supplied you the candy .,DO,SUPPLY,THE,to
the leader supplied the salad to them .,PD,SUPPLY,THE,to
the leader supplied them the salad .,DO,SUPPLY,THE,to
the brother supplied the candy to you .,PD,SUPPLY,THE,to
the brother supplied you the candy .,DO,SUPPLY,THE,to
the priest supplied the salad to him .,PD,SUPPLY,THE,to
the priest supplied him the salad .,DO,SUPPLY,THE,to
the adult supplied the coffee to you .,PD,SUPPLY,THE,to
the adult supplied you the coffee .,DO,SUPPLY,THE,to
a candidate supplied a juice to them .,PD,SUPPLY,A,to
a candidate supplied them a juice .,DO,SUPPLY,A,to
a child supplied a tea to you .,PD,SUPPLY,A,to
a child supplied you a tea .,DO,SUPPLY,A,to
a professor supplied a chicken to him .,PD,SUPPLY,A,to
a professor supplied him a chicken .,DO,SUPPLY,A,to
a cop supplied a chicken to it .,PD,SUPPLY,A,to
a cop supplied it a chicken .,DO,SUPPLY,A,to
a candidate supplied a tea to him .,PD,SUPPLY,A,to
a candidate supplied him a tea .,DO,SUPPLY,A,to
a pilot supplied a television to me .,PD,SUPPLY,A,to
a pilot supplied me a television .,DO,SUPPLY,A,to
a chief supplied an iron to us .,PD,SUPPLY,A,to
a chief supplied us an iron .,DO,SUPPLY,A,to
a student supplied a gun to you .,PD,SUPPLY,A,to
a student supplied you a gun .,DO,SUPPLY,A,to
a lady supplied a meal to you .,PD,SUPPLY,A,to
a lady supplied you a meal .,DO,SUPPLY,A,to
a teacher supplied a juice to her .,PD,SUPPLY,A,to
a teacher supplied her a juice .,DO,SUPPLY,A,to
a cousin supplied an iron to you .,PD,SUPPLY,A,to
a cousin supplied you an iron .,DO,SUPPLY,A,to
an uncle supplied a chicken to him .,PD,SUPPLY,A,to
an uncle supplied him a chicken .,DO,SUPPLY,A,to
a soldier supplied a camera to me .,PD,SUPPLY,A,to
a soldier supplied me a camera .,DO,SUPPLY,A,to
a parent supplied a meal to us .,PD,SUPPLY,A,to
a parent supplied us a meal .,DO,SUPPLY,A,to
a girl supplied a juice to me .,PD,SUPPLY,A,to
a girl supplied me a juice .,DO,SUPPLY,A,to
a reader supplied a chicken to them .,PD,SUPPLY,A,to
a reader supplied them a chicken .,DO,SUPPLY,A,to
a nurse supplied a beer to me .,PD,SUPPLY,A,to
a nurse supplied me a beer .,DO,SUPPLY,A,to
a hero supplied a coffee to me .,PD,SUPPLY,A,to
a hero supplied me a coffee .,DO,SUPPLY,A,to
a lady supplied a coffee to us .,PD,SUPPLY,A,to
a lady supplied us a coffee .,DO,SUPPLY,A,to
a daughter supplied a chicken to me .,PD,SUPPLY,A,to
a daughter supplied me a chicken .,DO,SUPPLY,A,to
a captain supplied a juice to them .,PD,SUPPLY,A,to
a captain supplied them a juice .,DO,SUPPLY,A,to
a boy supplied a candy to you .,PD,SUPPLY,A,to
a boy supplied you a candy .,DO,SUPPLY,A,to
a professor supplied a beer to you .,PD,SUPPLY,A,to
a professor supplied you a beer .,DO,SUPPLY,A,to
the army designed the flower for us .,PD,DESIGN,THE,for
the army designed us the flower .,DO,DESIGN,THE,for
the administration designed the jacket for you .,PD,DESIGN,THE,for
the administration designed you the jacket .,DO,DESIGN,THE,for
the army designed the card for him .,PD,DESIGN,THE,for
the army designed him the card .,DO,DESIGN,THE,for
the administration designed the bag for us .,PD,DESIGN,THE,for
the administration designed us the bag .,DO,DESIGN,THE,for
the club designed the bell for us .,PD,DESIGN,THE,for
the club designed us the bell .,DO,DESIGN,THE,for
the chief designed the bottle for her .,PD,DESIGN,THE,for
the chief designed her the bottle .,DO,DESIGN,THE,for
the corporation designed the computer for it .,PD,DESIGN,THE,for
the corporation designed it the computer .,DO,DESIGN,THE,for
the corporation designed the computer for you .,PD,DESIGN,THE,for
the corporation designed you the computer .,DO,DESIGN,THE,for
the club designed the log for you .,PD,DESIGN,THE,for
the club designed you the log .,DO,DESIGN,THE,for
the band designed the knife for you .,PD,DESIGN,THE,for
the band designed you the knife .,DO,DESIGN,THE,for
the uncle designed the cup for me .,PD,DESIGN,THE,for
the uncle designed me the cup .,DO,DESIGN,THE,for
