text,structure,verb,det,prep
a soldier sent a coat to a band .,PD,SEND,A,to
a soldier sent a band a coat .,DO,SEND,A,to
a pilot sent a candy to a professor .,PD,SEND,A,to
a pilot sent a professor a candy .,DO,SEND,A,to
a man sent a juice to an administration .,PD,SEND,A,to
a man sent an administration a juice .,DO,SEND,A,to
a winner sent a ball to a bishop .,PD,SEND,A,to
a winner sent a bishop a ball .,DO,SEND,A,to
a brother sent a chicken to a club .,PD,SEND,A,to
a brother sent a club a chicken .,DO,SEND,A,to
a secretary sent a bell to a club .,PD,SEND,A,to
a secretary sent a club a bell .,DO,SEND,A,to
a candidate sent a beer to an opponent .,PD,SEND,A,to
a candidate sent an opponent a beer .,DO,SEND,A,to
a writer sent a beer to an uncle .,PD,SEND,A,to
a writer sent an uncle a beer .,DO,SEND,A,to
a teacher sent a tea to an army .,PD,SEND,A,to
a teacher sent an army a tea .,DO,SEND,A,to
a child sent a tea to a band .,PD,SEND,A,to
a child sent a band a tea .,DO,SEND,A,to
the employer showed the salad to the corporation .,PD,SHOW,THE,to
the employer showed the corporation the salad .,DO,SHOW,THE,to
the writer showed the computer to the administration .,PD,SHOW,THE,to
the writer showed the administration the computer .,DO,SHOW,THE,to
the buddy showed the beer to the administration .,PD,SHOW,THE,to
the buddy showed the administration the beer .,DO,SHOW,THE,to
the friend showed the television to the administration .,PD,SHOW,THE,to
the friend showed the administration the television .,DO,SHOW,THE,to
the wife showed the meal to the husband .,PD,SHOW,THE,to
the wife showed the husband the meal .,DO,SHOW,THE,to
the winner showed the plate to the mother .,PD,SHOW,THE,to
the winner showed the mother the plate .,DO,SHOW,THE,to
the actor showed the machine to the club .,PD,SHOW,THE,to
the actor showed the club the machine .,DO,SHOW,THE,to
the pilot showed the card to the attorney .,PD,SHOW,THE,to
the pilot showed the attorney the card .,DO,SHOW,THE,to
the son showed the chocolate to the employee .,PD,SHOW,THE,to
the son showed the employee the chocolate .,DO,SHOW,THE,to
the teacher showed the candy to the secretary .,PD,SHOW,THE,to
the teacher showed the secretary the candy .,DO,SHOW,THE,to
the writer showed the chicken to the band .,PD,SHOW,THE,to
the writer showed the band the chicken .,DO,SHOW,THE,to
the actress showed the chicken to the champion .,PD,SHOW,THE,to
the actress showed the champion the chicken .,DO,SHOW,THE,to
the secretary showed the juice to the company .,PD,SHOW,THE,to
the secretary showed the company the juice .,DO,SHOW,THE,to
the cop showed the bottle to the attorney .,PD,SHOW,THE,to
the cop showed the attorney the bottle .,DO,SHOW,THE,to
the daughter showed the cheese to the band .,PD,SHOW,THE,to
the daughter showed the band the cheese .,DO,SHOW,THE,to
a parent showed a jacket to a lawyer .,PD,SHOW,A,to
a parent showed a lawyer a jacket .,DO,SHOW,A,to
a chief showed a juice to a corporation .,PD,SHOW,A,to
a chief showed a corporation a juice .,DO,SHOW,A,to
a girl showed a tea to a priest .,PD,SHOW,A,to
a girl showed a priest a tea .,DO,SHOW,A,to
a brother showed a beer to an opponent .,PD,SHOW,A,to
a brother showed an opponent a beer .,DO,SHOW,A,to
a reader showed a salad to an attorney .,PD,SHOW,A,to
a reader showed an attorney a salad .,DO,SHOW,A,to
a physician showed a coffee to a teacher .,PD,SHOW,A,to
a physician showed a teacher a coffee .,DO,SHOW,A,to
an adult showed a pot to a band .,PD,SHOW,A,to
an adult showed a band a pot .,DO,SHOW,A,to
a soldier showed a beer to a club .,PD,SHOW,A,to
a soldier showed a club a beer .,DO,SHOW,A,to
a captain showed a beer to a band .,PD,SHOW,A,to
a captain showed a band a beer .,DO,SHOW,A,to
a winner showed a coffee to a band .,PD,SHOW,A,to
a winner showed a band a coffee .,DO,SHOW,A,to
an opponent showed a chicken to a mother .,PD,SHOW,A,to
an opponent showed a mother a chicken .,DO,SHOW,A,to
an uncle showed a beer to a champion .,PD,SHOW,A,to
an uncle showed a champion a beer .,DO,SHOW,A,to
a cousin showed a chocolate to a company .,PD,SHOW,A,to
a cousin showed a company a chocolate .,DO,SHOW,A,to
a teacher showed a juice to a club .,PD,SHOW,A,to
a teacher showed a club a juice .,DO,SHOW,A,to
a champion showed a log to an actress .,PD,SHOW,A,to
a champion showed an actress a log .,DO,SHOW,A,to
an attorney showed a cup to a mayor .,PD,SHOW,A,to
an attorney showed a mayor a cup .,DO,SHOW,A,to
a lady showed a chicken to a daughter .,PD,SHOW,A,to
a lady showed a daughter a chicken .,DO,SHOW,A,to
a parent showed a cheese to a wife .,PD,SHOW,A,to
a parent showed a wife a cheese .,DO,SHOW,A,to
a daughter showed a juice to a band .,PD,SHOW,A,to
a daughter showed a band a juice .,DO,SHOW,A,to
a cousin showed a plate to an army .,PD,SHOW,A,to
a cousin showed an army a plate .,DO,SHOW,A,to
a soldier showed a coffee to a physician .,PD,SHOW,A,to
a soldier showed a physician a coffee .,DO,SHOW,A,to
a doctor showed a guitar to a corporation .,PD,SHOW,A,to
a doctor showed a corporation a guitar .,DO,SHOW,A,to
the colonel supplied the machine to the administration .,PD,SUPPLY,THE,to
the colonel supplied the administration the machine .,DO,SUPPLY,THE,to
the kid supplied the bottle to the candidate .,PD,SUPPLY,THE,to
the kid supplied the candidate the bottle .,DO,SUPPLY,THE,to
the mother supplied the motor to the chief .,PD,SUPPLY,THE,to
the mother supplied the chief the motor .,DO,SUPPLY,THE,to
the king supplied the chocolate to the business .,PD,SUPPLY,THE,to
the king supplied the business the chocolate .,DO,SUPPLY,THE,to
the lawyer supplied the plate to the corporation .,PD,SUPPLY,THE,to
the lawyer supplied the corporation the plate .,DO,SUPPLY,THE,to
the singer supplied the cheese to the band .,PD,SUPPLY,THE,to
the singer supplied the band the cheese .,DO,SUPPLY,THE,to
the daughter supplied the wire to the actor .,PD,SUPPLY,THE,to
the daughter supplied the actor the wire .,DO,SUPPLY,THE,to
the physician supplied the bottle to the employee .,PD,SUPPLY,THE,to
the physician supplied the employee the bottle .,DO,SUPPLY,THE,to
the guest supplied the computer to the daughter .,PD,SUPPLY,THE,to
the guest supplied the daughter the computer .,DO,SUPPLY,THE,to
the cousin supplied the coat to the nurse .,PD,SUPPLY,THE,to
the cousin supplied the nurse the coat .,DO,SUPPLY,THE,to
the brother supplied the candy to the captain .,PD,SUPPLY,THE,to
the brother supplied the captain the candy .,DO,SUPPLY,THE,to
the parent supplied the cup to the daughter .,PD,SUPPLY,THE,to
the parent supplied the daughter the cup .,DO,SUPPLY,THE,to
the attorney supplied the bag to the president .,PD,SUPPLY,THE,to
the attorney supplied the president the bag .,DO,SUPPLY,THE,to
the buddy supplied the coffee to the club .,PD,SUPPLY,THE,to
the buddy supplied the club the coffee .,DO,SUPPLY,THE,to
the prince supplied the cheese to the army .,PD,SUPPLY,THE,to
the prince supplied the army the cheese .,DO,SUPPLY,THE,to
the worker supplied the pie to the guest .,PD,SUPPLY,THE,to
the worker supplied the guest the pie .,DO,SUPPLY,THE,to
the leader supplied the cigarette to the wife .,PD,SUPPLY,THE,to
the leader supplied the wife the cigarette .,DO,SUPPLY,THE,to
the nurse supplied the coffee to the princess .,PD,SUPPLY,THE,to
the nurse supplied the princess the coffee .,DO,SUPPLY,THE,to
a sheriff supplied a salad to an army .,PD,SUPPLY,A,to
a sheriff supplied an army a salad .,DO,SUPPLY,A,to
a father supplied a coffee to a corporation .,PD,SUPPLY,A,to
a father supplied a corporation a coffee .,DO,SUPPLY,A,to
an author supplied a bell to a club .,PD,SUPPLY,A,to
an author supplied a club a bell .,DO,SUPPLY,A,to
a lady supplied a crystal to a secretary .,PD,SUPPLY,A,to
a lady supplied a secretary a crystal .,DO,SUPPLY,A,to
a doctor supplied a salad to a boy .,PD,SUPPLY,A,to
a doctor supplied a boy a salad .,DO,SUPPLY,A,to
a bishop supplied a cheese to an administration .,PD,SUPPLY,A,to
a bishop supplied an administration a cheese .,DO,SUPPLY,A,to
a minister supplied a tea to a club .,PD,SUPPLY,A,to
a minister supplied a club a tea .,DO,SUPPLY,A,to
a man supplied a coffee to a kid .,PD,SUPPLY,A,to
a man supplied a kid a coffee .,DO,SUPPLY,A,to
a nurse supplied a glass to an administration .,PD,SUPPLY,A,to
a nurse supplied an administration a glass .,DO,SUPPLY,A,to
a girl supplied a cheese to a professor .,PD,SUPPLY,A,to
a girl supplied a professor a cheese .,DO,SUPPLY,A,to
a buddy supplied a juice to an administration .,PD,SUPPLY,A,to
a buddy supplied an administration a juice .,DO,SUPPLY,A,to
a wife supplied a key to a son .,PD,SUPPLY,A,to
a wife supplied a son a key .,DO,SUPPLY,A,to
a boy supplied a newspaper to a partner .,PD,SUPPLY,A,to
a boy supplied a partner a newspaper .,DO,SUPPLY,A,to
a priest supplied a chocolate to a company .,PD,SUPPLY,A,to
a priest supplied a company a chocolate .,DO,SUPPLY,A,to
a son supplied a cheese to an uncle .,PD,SUPPLY,A,to
a son supplied an uncle a cheese .,DO,SUPPLY,A,to
a boy supplied a tea to a sheriff .,PD,SUPPLY,A,to
a boy supplied a sheriff a tea .,DO,SUPPLY,A,to
an adult supplied an engine to a husband .,PD,SUPPLY,A,to
an adult supplied a husband an engine .,DO,SUPPLY,A,to
a king supplied a card to a club .,PD,SUPPLY,A,to
a king supplied a club a card .,DO,SUPPLY,A,to
a princess supplied a flower to a child .,PD,SUPPLY,A,to
a princess supplied a child a flower .,DO,SUPPLY,A,to
a lady supplied a beer to a club .,PD,SUPPLY,A,to
a lady supplied a club a beer .,DO,SUPPLY,A,to
a husband supplied a coat to a band .,PD,SUPPLY,A,to
a husband supplied a band a coat .,DO,SUPPLY,A,to
an attorney supplied a cheese to a band .,PD,SUPPLY,A,to
an attorney supplied a band a cheese .,DO,SUPPLY,A,to
a woman supplied a coat to a company .,PD,SUPPLY,A,to
a woman supplied a company a coat .,DO,SUPPLY,A,to
the sheriff designed the newspaper for the buddy .,PD,DESIGN,THE,for
the sheriff designed the buddy the newspaper .,DO,DESIGN,THE,for
the king designed the bell for the partner .,PD,DESIGN,THE,for
the king designed the partner the bell .,DO,DESIGN,THE,for
the club designed the box for the band .,PD,DESIGN,THE,for
the club designed the band the box .,DO,DESIGN,THE,for
the company designed the bag for the club .,PD,DESIGN,THE,for
the company designed the club the bag .,DO,DESIGN,THE,for
the company designed the jacket for the administration .,PD,DESIGN,THE,for
the company designed the administration the jacket .,DO,DESIGN,THE,for
the kid designed the bell for the mayor .,PD,DESIGN,THE,for
the kid designed the mayor the bell .,DO,DESIGN,THE,for
the sheriff designed the iron for the pilot .,PD,DESIGN,THE,for
the sheriff designed the pilot the iron .,DO,DESIGN,THE,for
the prince designed the television for the physician .,PD,DESIGN,THE,for
the prince designed the physician the television .,DO,DESIGN,THE,for
the army designed the guitar for the corporation .,PD,DESIGN,THE,for
the army designed the corporation the guitar .,DO,DESIGN,THE,for
the physician designed the key for the cousin .,PD,DESIGN,THE,for
the physician designed the cousin the key .,DO,DESIGN,THE,for
the actress designed the hat for the mayor .,PD,DESIGN,THE,for
the actress designed the mayor the hat .,DO,DESIGN,THE,for
the student designed the knife for the daughter .,PD,DESIGN,THE,for
the student designed the daughter the knife .,DO,DESIGN,THE,for
the pilot designed the book for the adult .,PD,DESIGN,THE,for
the pilot designed the adult the book .,DO,DESIGN,THE,for
the club designed the computer for the band .,PD,DESIGN,THE,for
the club designed the band the computer .,DO,DESIGN,THE,for
the friend designed the coat for the girl .,PD,DESIGN,THE,for
the friend designed the girl the coat .,DO,DESIGN,THE,for
the bishop designed the iron for the guy .,PD,DESIGN,THE,for
the bishop designed the guy the iron .,DO,DESIGN,THE,for
the corporation designed the flower for the administration .,PD,DESIGN,THE,for
the corporation designed the administration the flower .,DO,DESIGN,THE,for
the company designed the iron for the business .,PD,DESIGN,THE,for
the company designed the business the iron .,DO,DESIGN,THE,for
the actor designed the knife for the doctor .,PD,DESIGN,THE,for
the actor designed the doctor the knife .,DO,DESIGN,THE,for
an actor designed a key for a secretary .,PD,DESIGN,A,for
an actor designed a secretary a key .,DO,DESIGN,A,for
a champion designed a bowl for a pilot .,PD,DESIGN,A,for
a champion designed a pilot a bowl .,DO,DESIGN,A,for
a worker designed an instrument for a girl .,PD,DESIGN,A,for
a worker designed a girl an instrument .,DO,DESIGN,A,for
an administration designed an anchor for an army .,PD,DESIGN,A,for
an administration designed an army an anchor .,DO,DESIGN,A,for
a corporation designed an iron for an administration .,PD,DESIGN,A,for
a corporation designed an administration an iron .,DO,DESIGN,A,for
a writer designed an instrument for a child .,PD,DESIGN,A,for
a writer designed a child an instrument .,DO,DESIGN,A,for
a business designed a bottle for a corporation .,PD,DESIGN,A,for
a business designed a corporation a bottle .,DO,DESIGN,A,for
an administration designed a bowl for a band .,PD,DESIGN,A,for
an administration designed a band a bowl .,DO,DESIGN,A,for
a sheriff designed an anchor for a writer .,PD,DESIGN,A,for
a sheriff designed a writer an anchor .,DO,DESIGN,A,for
a scientist designed a jacket for a winner .,PD,DESIGN,A,for
a scientist designed a winner a jacket .,DO,DESIGN,A,for
a corporation designed a jacket for an administration .,PD,DESIGN,A,for
a corporation designed an administration a jacket .,DO,DESIGN,A,for
a father designed a bottle for a daughter .,PD,DESIGN,A,for
a father designed a daughter a bottle .,DO,DESIGN,A,for
a lawyer designed a bowl for a teacher .,PD,DESIGN,A,for
a lawyer designed a teacher a bowl .,DO,DESIGN,A,for
a club designed a bell for a business .,PD,DESIGN,A,for
a club designed a business a bell .,DO,DESIGN,A,for
a cop designed a cigarette for a champion .,PD,DESIGN,A,for
a cop designed a champion a cigarette .,DO,DESIGN,A,for
a teacher designed a wire for a leader .,PD,DESIGN,A,for
a teacher designed a leader a wire .,DO,DESIGN,A,for
an army designed a key for a business .,PD,DESIGN,A,for
an army designed a business a key .,DO,DESIGN,A,for
a writer designed a crystal for a buddy .,PD,DESIGN,A,for
a writer designed a buddy a crystal .,DO,DESIGN,A,for
a band designed a computer for an administration .,PD,DESIGN,A,for
a band designed an administration a computer .,DO,DESIGN,A,for
the reader took the guitar to the colonel .,PD,TAKE,THE,to
the reader took the colonel the guitar .,DO,TAKE,THE,to
the cousin took the knife to the princess .,PD,TAKE,THE,to
the cousin took the princess the knife .,DO,TAKE,THE,to
the boy took the guitar to the lawyer .,PD,TAKE,THE,to
the boy took the lawyer the guitar .,DO,TAKE,THE,to
the parent took the bell to the lawyer .,PD,TAKE,THE,to
the parent took the lawyer the bell .,DO,TAKE,THE,to
the physician took the motor to the leader .,PD,TAKE,THE,to
the physician took the leader the motor .,DO,TAKE,THE,to
the teacher took the instrument to the opponent .,PD,TAKE,THE,to
the teacher took the opponent the instrument .,DO,TAKE,THE,to
the brother took the camera to the mayor .,PD,TAKE,THE,to
the brother took the mayor the camera .,DO,TAKE,THE,to
the student took the bowl to the wife .,PD,TAKE,THE,to
the student took the wife the bowl .,DO,TAKE,THE,to
the friend took the motor to the daughter .,PD,TAKE,THE,to
the friend took the daughter the motor .,DO,TAKE,THE,to
the partner took the ball to the actor .,PD,TAKE,THE,to
the partner took the actor the ball .,DO,TAKE,THE,to
the boy took the flower to the lady .,PD,TAKE,THE,to
the boy took the lady the flower .,DO,TAKE,THE,to
