prime_sentence,prime_structure,prime_verb,target_sentence,target_structure,target_verb,perplexity,log_prob
a mother found an aunt a gun .,DO,FIND,the secretary sold the guitar to the administration .,PD,SELL,444.28619384765625,-48.771751403808594
a mother found a gun for an aunt .,PD,FIND,the secretary sold the administration the guitar .,DO,SELL,2379.59814453125,-54.42280578613281
a mother found an aunt a gun .,DO,FIND,the secretary sold the administration the guitar .,DO,SELL,2364.3271484375,-54.37773895263672
a writer found a pie for a physician .,PD,FIND,the secretary sold the guitar to the administration .,PD,SELL,445.20849609375,-48.7883415222168
a writer found a physician a pie .,DO,FIND,the secretary sold the guitar to the administration .,PD,SELL,445.4796447753906,-48.793212890625
a writer found a pie for a physician .,PD,FIND,the secretary sold the administration the guitar .,DO,SELL,2376.800048828125,-54.41456985473633
a writer found a physician a pie .,DO,FIND,the secretary sold the administration the guitar .,DO,SELL,2383.385009765625,-54.433937072753906
an aunt designed a bag for a brother .,PD,DESIGN,the secretary sold the guitar to the administration .,PD,SELL,448.1349792480469,-48.840755462646484
an aunt designed a brother a bag .,DO,DESIGN,the secretary sold the guitar to the administration .,PD,SELL,454.9891662597656,-48.962188720703125
an aunt designed a bag for a brother .,PD,DESIGN,the secretary sold the administration the guitar .,DO,SELL,2382.80322265625,-54.432228088378906
an aunt designed a brother a bag .,DO,DESIGN,the secretary sold the administration the guitar .,DO,SELL,2425.9853515625,-54.55794906616211
a husband found a tea for a business .,PD,FIND,the secretary sold the guitar to the administration .,PD,SELL,452.5417785644531,-48.91904067993164
a husband found a business a tea .,DO,FIND,the secretary sold the guitar to the administration .,PD,SELL,449.6124572753906,-48.867088317871094
a husband found a tea for a business .,PD,FIND,the secretary sold the administration the guitar .,DO,SELL,2412.733642578125,-54.51960754394531
a husband found a business a tea .,DO,FIND,the secretary sold the administration the guitar .,DO,SELL,2386.168701171875,-54.442108154296875
a teacher left a salad for a club .,PD,LEAVE,the employee fed the meal to the scientist .,PD,FEED,614.7291259765625,-51.36945343017578
a teacher left a club a salad .,DO,LEAVE,the employee fed the meal to the scientist .,PD,FEED,607.7481079101562,-51.27808380126953
a teacher left a salad for a club .,PD,LEAVE,the employee fed the scientist the meal .,DO,FEED,2434.00634765625,-54.5810546875
a teacher left a club a salad .,DO,LEAVE,the employee fed the scientist the meal .,DO,FEED,2402.43310546875,-54.48965835571289
a friend kept a chocolate for a mother .,PD,KEEP,the employee fed the meal to the scientist .,PD,FEED,604.6551513671875,-51.237266540527344
a friend kept a mother a chocolate .,DO,KEEP,the employee fed the meal to the scientist .,PD,FEED,598.4017333984375,-51.15409851074219
a friend kept a chocolate for a mother .,PD,KEEP,the employee fed the scientist the meal .,DO,FEED,2381.77783203125,-54.42921447753906
a friend kept a mother a chocolate .,DO,KEEP,the employee fed the scientist the meal .,DO,FEED,2360.248779296875,-54.36565399169922
a sheriff purchased a juice for a club .,PD,PURCHASE,the employee fed the meal to the scientist .,PD,FEED,612.7776489257812,-51.344017028808594
a sheriff purchased a club a juice .,DO,PURCHASE,the employee fed the meal to the scientist .,PD,FEED,608.140869140625,-51.28325271606445
a sheriff purchased a juice for a club .,PD,PURCHASE,the employee fed the scientist the meal .,DO,FEED,2436.267578125,-54.587554931640625
a sheriff purchased a club a juice .,DO,PURCHASE,the employee fed the scientist the meal .,DO,FEED,2409.8271484375,-54.51116943359375
an uncle kept a salad for a lawyer .,PD,KEEP,the employee fed the meal to the scientist .,PD,FEED,615.7115478515625,-51.38222885131836
an uncle kept a lawyer a salad .,DO,KEEP,the employee fed the meal to the scientist .,PD,FEED,606.7462158203125,-51.26488494873047
an uncle kept a salad for a lawyer .,PD,KEEP,the employee fed the scientist the meal .,DO,FEED,2426.974365234375,-54.5608024597168
an uncle kept a lawyer a salad .,DO,KEEP,the employee fed the scientist the meal .,DO,FEED,2372.84521484375,-54.40291213989258
an aunt bought a crystal for a mother .,PD,BUY,the employee fed the meal to the scientist .,PD,FEED,603.7012939453125,-51.22463607788086
an aunt bought a mother a crystal .,DO,BUY,the employee fed the meal to the scientist .,PD,FEED,614.6148071289062,-51.36796569824219
an aunt bought a crystal for a mother .,PD,BUY,the employee fed the scientist the meal .,DO,FEED,2377.77685546875,-54.41744613647461
an aunt bought a mother a crystal .,DO,BUY,the employee fed the scientist the meal .,DO,FEED,2435.69677734375,-54.585914611816406
a captain delivered a candy for an actress .,PD,DELIVER,the employee fed the meal to the scientist .,PD,FEED,617.0264892578125,-51.399295806884766
a captain delivered an actress a candy .,DO,DELIVER,the employee fed the meal to the scientist .,PD,FEED,611.2839965820312,-51.324493408203125
a captain delivered a candy for an actress .,PD,DELIVER,the employee fed the scientist the meal .,DO,FEED,2449.62841796875,-54.62583923339844
a captain delivered an actress a candy .,DO,DELIVER,the employee fed the scientist the meal .,DO,FEED,2409.95068359375,-54.51152801513672
a king found a coffee for an aunt .,PD,FIND,the employee fed the meal to the scientist .,PD,FEED,603.6077270507812,-51.22339630126953
a king found an aunt a coffee .,DO,FIND,the employee fed the meal to the scientist .,PD,FEED,593.5371704101562,-51.08879852294922
a king found a coffee for an aunt .,PD,FIND,the employee fed the scientist the meal .,DO,FEED,2395.062744140625,-54.4681510925293
a king found an aunt a coffee .,DO,FIND,the employee fed the scientist the meal .,DO,FEED,2332.71923828125,-54.28352737426758
a corporation designed a hat for an army .,PD,DESIGN,the employee fed the meal to the scientist .,PD,FEED,616.4580688476562,-51.39192199707031
a corporation designed an army a hat .,DO,DESIGN,the employee fed the meal to the scientist .,PD,FEED,610.0059814453125,-51.3077507019043
a corporation designed a hat for an army .,PD,DESIGN,the employee fed the scientist the meal .,DO,FEED,2449.53759765625,-54.625579833984375
a corporation designed an army a hat .,DO,DESIGN,the employee fed the scientist the meal .,DO,FEED,2406.12646484375,-54.50041198730469
a brother drew a bag for a pilot .,PD,DRAW,the employee fed the meal to the scientist .,PD,FEED,607.211669921875,-51.271018981933594
a brother drew a pilot a bag .,DO,DRAW,the employee fed the meal to the scientist .,PD,FEED,614.32470703125,-51.36418914794922
a brother drew a bag for a pilot .,PD,DRAW,the employee fed the scientist the meal .,DO,FEED,2390.90283203125,-54.45598220825195
a brother drew a pilot a bag .,DO,DRAW,the employee fed the scientist the meal .,DO,FEED,2435.16064453125,-54.584373474121094
a cop purchased a telephone for a reader .,PD,PURCHASE,the employee fed the meal to the scientist .,PD,FEED,620.0454711914062,-51.4383430480957
a cop purchased a reader a telephone .,DO,PURCHASE,the employee fed the meal to the scientist .,PD,FEED,593.4177856445312,-51.087188720703125
a cop purchased a telephone for a reader .,PD,PURCHASE,the employee fed the scientist the meal .,DO,FEED,2453.307861328125,-54.63634490966797
a cop purchased a reader a telephone .,DO,PURCHASE,the employee fed the scientist the meal .,DO,FEED,2356.918701171875,-54.355770111083984
the reader got the card for the business .,PD,GET,a teacher fed a chicken to a buddy .,PD,FEED,1126.0875244140625,-56.2120361328125
the reader got the business the card .,DO,GET,a teacher fed a chicken to a buddy .,PD,FEED,1099.4532470703125,-56.020545959472656
the reader got the card for the business .,PD,GET,a teacher fed a buddy a chicken .,DO,FEED,2942.9853515625,-55.910255432128906
the reader got the business the card .,DO,GET,a teacher fed a buddy a chicken .,DO,FEED,2800.4921875,-55.56285095214844
the king bought the chocolate for the reader .,PD,BUY,a teacher fed a chicken to a buddy .,PD,FEED,1123.572021484375,-56.19414520263672
the king bought the reader the chocolate .,DO,BUY,a teacher fed a chicken to a buddy .,PD,FEED,1100.5557861328125,-56.028564453125
the king bought the chocolate for the reader .,PD,BUY,a teacher fed a buddy a chicken .,DO,FEED,2918.2978515625,-55.851287841796875
the king bought the reader the chocolate .,DO,BUY,a teacher fed a buddy a chicken .,DO,FEED,2849.37353515625,-55.68397903442383
the prince saved the key for the doctor .,PD,SAVE,a teacher fed a chicken to a buddy .,PD,FEED,1139.053955078125,-56.303627014160156
the prince saved the doctor the key .,DO,SAVE,a teacher fed a chicken to a buddy .,PD,FEED,1115.2371826171875,-56.134578704833984
the prince saved the key for the doctor .,PD,SAVE,a teacher fed a buddy a chicken .,DO,FEED,2981.238525390625,-56.00065612792969
the prince saved the doctor the key .,DO,SAVE,a teacher fed a buddy a chicken .,DO,FEED,2917.079833984375,-55.848365783691406
the doctor bought the flower for the employee .,PD,BUY,a teacher fed a chicken to a buddy .,PD,FEED,1115.255126953125,-56.134708404541016
the doctor bought the employee the flower .,DO,BUY,a teacher fed a chicken to a buddy .,PD,FEED,1104.117431640625,-56.054412841796875
the doctor bought the flower for the employee .,PD,BUY,a teacher fed a buddy a chicken .,DO,FEED,2907.202392578125,-55.824623107910156
the doctor bought the employee the flower .,DO,BUY,a teacher fed a buddy a chicken .,DO,FEED,2868.910888671875,-55.7318115234375
the manager purchased the jacket for the army .,PD,PURCHASE,a teacher fed a chicken to a buddy .,PD,FEED,1114.799560546875,-56.131439208984375
the manager purchased the army the jacket .,DO,PURCHASE,a teacher fed a chicken to a buddy .,PD,FEED,1088.1353759765625,-55.937767028808594
the manager purchased the jacket for the army .,PD,PURCHASE,a teacher fed a buddy a chicken .,DO,FEED,2908.21826171875,-55.82706832885742
the manager purchased the army the jacket .,DO,PURCHASE,a teacher fed a buddy a chicken .,DO,FEED,2732.55859375,-55.390953063964844
the leader saved the cheese for the business .,PD,SAVE,a teacher fed a chicken to a buddy .,PD,FEED,1121.1287841796875,-56.17673110961914
the leader saved the business the cheese .,DO,SAVE,a teacher fed a chicken to a buddy .,PD,FEED,1106.9256591796875,-56.07473373413086
the leader saved the cheese for the business .,PD,SAVE,a teacher fed a buddy a chicken .,DO,FEED,2919.3251953125,-55.85375213623047
the leader saved the business the cheese .,DO,SAVE,a teacher fed a buddy a chicken .,DO,FEED,2860.65380859375,-55.71163558959961
the wife got the candy for the lawyer .,PD,GET,a teacher fed a chicken to a buddy .,PD,FEED,1147.13525390625,-56.36018371582031
the wife got the lawyer the candy .,DO,GET,a teacher fed a chicken to a buddy .,PD,FEED,1107.4176025390625,-56.07828903198242
the wife got the candy for the lawyer .,PD,GET,a teacher fed a buddy a chicken .,DO,FEED,2993.38623046875,-56.02912139892578
the wife got the lawyer the candy .,DO,GET,a teacher fed a buddy a chicken .,DO,FEED,2878.36962890625,-55.754852294921875
the guest made the key for the army .,PD,MAKE,a teacher fed a chicken to a buddy .,PD,FEED,1116.792724609375,-56.145729064941406
the guest made the army the key .,DO,MAKE,a teacher fed a chicken to a buddy .,PD,FEED,1127.37646484375,-56.221187591552734
the guest made the key for the army .,PD,MAKE,a teacher fed a buddy a chicken .,DO,FEED,2914.629638671875,-55.84248352050781
the guest made the army the key .,DO,MAKE,a teacher fed a buddy a chicken .,DO,FEED,2965.417724609375,-55.963409423828125
the doctor purchased the candy for the scientist .,PD,PURCHASE,a teacher fed a chicken to a buddy .,PD,FEED,1129.3489990234375,-56.235172271728516
the doctor purchased the scientist the candy .,DO,PURCHASE,a teacher fed a chicken to a buddy .,PD,FEED,1106.3013916015625,-56.070220947265625
the doctor purchased the candy for the scientist .,PD,PURCHASE,a teacher fed a buddy a chicken .,DO,FEED,2935.1083984375,-55.89149475097656
the doctor purchased the scientist the candy .,DO,PURCHASE,a teacher fed a buddy a chicken .,DO,FEED,2873.04736328125,-55.74189758300781
the daughter drew the crystal for the administration .,PD,DRAW,a teacher fed a chicken to a buddy .,PD,FEED,1130.986572265625,-56.24676513671875
the daughter drew the administration the crystal .,DO,DRAW,a teacher fed a chicken to a buddy .,PD,FEED,1108.084228515625,-56.08310317993164
the daughter drew the crystal for the administration .,PD,DRAW,a teacher fed a buddy a chicken .,DO,FEED,2956.547607421875,-55.942440032958984
the daughter drew the administration the crystal .,DO,DRAW,a teacher fed a buddy a chicken .,DO,FEED,2887.732177734375,-55.777584075927734
the kid supplied the beer to the administration .,PD,SUPPLY,a teacher found a tea for a sheriff .,PD,FIND,1028.2720947265625,-55.48508071899414
the kid supplied the administration the beer .,DO,SUPPLY,a teacher found a tea for a sheriff .,PD,FIND,1016.2763061523438,-55.391204833984375
the kid supplied the beer to the administration .,PD,SUPPLY,a teacher found a sheriff a tea .,DO,FIND,3240.67626953125,-56.58475875854492
the kid supplied the administration the beer .,DO,SUPPLY,a teacher found a sheriff a tea .,DO,FIND,3208.179443359375,-56.51420974731445
the cousin showed the salad to the band .,PD,SHOW,a teacher found a tea for a sheriff .,PD,FIND,1026.1800537109375,-55.468788146972656
