prime_sentence,prime_structure,prime_verb,target_sentence,target_structure,target_verb,perplexity,log_prob
a woman left it a log .,DO,LEAVE,the captain sold you the pie .,DO,SELL,2603.82666015625,-47.18842315673828
a cop threw a salad to you .,PD,THROW,the prince delivered the coffee for him .,PD,DELIVER,605.3363647460938,-44.84048843383789
a cop threw you a salad .,DO,THROW,the prince delivered the coffee for him .,PD,DELIVER,600.5427856445312,-44.78483581542969
a cop threw a salad to you .,PD,THROW,the prince delivered him the coffee .,DO,DELIVER,1903.84033203125,-45.30976867675781
a cop threw you a salad .,DO,THROW,the prince delivered him the coffee .,DO,DELIVER,1882.4854736328125,-45.242088317871094
an adult promised a chicken to me .,PD,PROMISE,the prince delivered the coffee for me .,PD,DELIVER,989.9540405273438,-48.283607482910156
an adult promised me a chicken .,DO,PROMISE,the prince delivered the coffee for me .,PD,DELIVER,967.7977905273438,-48.125160217285156
an adult promised a chicken to me .,PD,PROMISE,the prince delivered me the coffee .,DO,DELIVER,2791.485107421875,-47.60597229003906
an adult promised me a chicken .,DO,PROMISE,the prince delivered me the coffee .,DO,DELIVER,2709.50927734375,-47.4271354675293
a colonel supplied a chocolate to me .,PD,SUPPLY,the prince delivered the coffee for me .,PD,DELIVER,977.926513671875,-48.19804000854492
a colonel supplied me a chocolate .,DO,SUPPLY,the prince delivered the coffee for me .,PD,DELIVER,957.0033569335938,-48.04664611816406
a colonel supplied a chocolate to me .,PD,SUPPLY,the prince delivered me the coffee .,DO,DELIVER,2751.987060546875,-47.520469665527344
a colonel supplied me a chocolate .,DO,SUPPLY,the prince delivered me the coffee .,DO,DELIVER,2662.688232421875,-47.322547912597656
a sheriff threw a gun to it .,PD,THROW,the prince delivered the coffee for him .,PD,DELIVER,610.4982299804688,-44.899925231933594
a sheriff threw it a gun .,DO,THROW,the prince delivered the coffee for him .,PD,DELIVER,599.7677001953125,-44.775794982910156
a sheriff threw a gun to it .,PD,THROW,the prince delivered him the coffee .,DO,DELIVER,1915.771240234375,-45.347251892089844
a sheriff threw it a gun .,DO,THROW,the prince delivered him the coffee .,DO,DELIVER,1879.95947265625,-45.234031677246094
an adult supplied a knife to me .,PD,SUPPLY,the prince delivered the coffee for you .,PD,DELIVER,1234.548828125,-49.8292236328125
an adult supplied me a knife .,DO,SUPPLY,the prince delivered the coffee for you .,PD,DELIVER,1211.341552734375,-49.69638442993164
an adult supplied a knife to me .,PD,SUPPLY,the prince delivered you the coffee .,DO,DELIVER,3551.265380859375,-49.05035400390625
an adult supplied me a knife .,DO,SUPPLY,the prince delivered you the coffee .,DO,DELIVER,3442.27099609375,-48.863319396972656
a cop fed a chicken to me .,PD,FEED,the prince delivered the coffee for us .,PD,DELIVER,1186.6220703125,-49.552059173583984
a cop fed me a chicken .,DO,FEED,the prince delivered the coffee for us .,PD,DELIVER,1160.906494140625,-49.3986930847168
a cop fed a chicken to me .,PD,FEED,the prince delivered us the coffee .,DO,DELIVER,3927.340087890625,-49.65430450439453
a cop fed me a chicken .,DO,FEED,the prince delivered us the coffee .,DO,DELIVER,3824.03662109375,-49.49436950683594
a pilot threw a cheese to us .,PD,THROW,the prince delivered the coffee for me .,PD,DELIVER,977.0695190429688,-48.19190216064453
a pilot threw us a cheese .,DO,THROW,the prince delivered the coffee for me .,PD,DELIVER,958.5399169921875,-48.05787658691406
a pilot threw a cheese to us .,PD,THROW,the prince delivered me the coffee .,DO,DELIVER,2738.895751953125,-47.491859436035156
a pilot threw us a cheese .,DO,THROW,the prince delivered me the coffee .,DO,DELIVER,2677.988525390625,-47.35692596435547
a worker showed a chocolate to me .,PD,SHOW,the prince delivered the coffee for me .,PD,DELIVER,978.129150390625,-48.19948959350586
a worker showed me a chocolate .,DO,SHOW,the prince delivered the coffee for me .,PD,DELIVER,959.18994140625,-48.0626220703125
a worker showed a chocolate to me .,PD,SHOW,the prince delivered me the coffee .,DO,DELIVER,2751.812255859375,-47.52008819580078
a worker showed me a chocolate .,DO,SHOW,the prince delivered me the coffee .,DO,DELIVER,2675.027587890625,-47.35028839111328
a buddy showed a telephone to me .,PD,SHOW,the prince delivered the coffee for us .,PD,DELIVER,1170.35791015625,-49.45545196533203
a buddy showed me a telephone .,DO,SHOW,the prince delivered the coffee for us .,PD,DELIVER,1113.4356689453125,-49.10643768310547
a buddy showed a telephone to me .,PD,SHOW,the prince delivered us the coffee .,DO,DELIVER,3863.2802734375,-49.55562973022461
a buddy showed me a telephone .,DO,SHOW,the prince delivered us the coffee .,DO,DELIVER,3656.83154296875,-49.226112365722656
a writer fed a meal to it .,PD,FEED,the prince delivered the coffee for me .,PD,DELIVER,980.0728759765625,-48.21338653564453
a writer fed it a meal .,DO,FEED,the prince delivered the coffee for me .,PD,DELIVER,978.0187377929688,-48.198699951171875
a writer fed a meal to it .,PD,FEED,the prince delivered me the coffee .,DO,DELIVER,2752.944580078125,-47.52255630493164
a writer fed it a meal .,DO,FEED,the prince delivered me the coffee .,DO,DELIVER,2745.740966796875,-47.5068359375
a writer got a box for me .,PD,GET,the adult showed the chocolate to us .,PD,SHOW,1332.8505859375,-50.36552429199219
a writer got me a box .,DO,GET,the adult showed the chocolate to us .,PD,SHOW,1313.8388671875,-50.264957427978516
a writer got a box for me .,PD,GET,the adult showed us the chocolate .,DO,SHOW,2843.8935546875,-47.71757507324219
a writer got me a box .,DO,GET,the adult showed us the chocolate .,DO,SHOW,2812.68310546875,-47.651363372802734
a friend found a cup for me .,PD,FIND,the adult showed the chocolate to us .,PD,SHOW,1332.6209716796875,-50.36431884765625
a friend found me a cup .,DO,FIND,the adult showed the chocolate to us .,PD,SHOW,1314.4317626953125,-50.26811599731445
a friend found a cup for me .,PD,FIND,the adult showed us the chocolate .,DO,SHOW,2850.685546875,-47.73188781738281
a friend found me a cup .,DO,FIND,the adult showed us the chocolate .,DO,SHOW,2782.31201171875,-47.58622360229492
a cop drew a computer for them .,PD,DRAW,the adult showed the chocolate to us .,PD,SHOW,1325.978271484375,-50.32933807373047
a cop drew them a computer .,DO,DRAW,the adult showed the chocolate to us .,PD,SHOW,1321.183837890625,-50.30398178100586
a cop drew a computer for them .,PD,DRAW,the adult showed us the chocolate .,DO,SHOW,2822.297119140625,-47.671836853027344
a cop drew them a computer .,DO,DRAW,the adult showed us the chocolate .,DO,SHOW,2839.45849609375,-47.70820999145508
a secretary bought a chicken for me .,PD,BUY,the adult showed the chocolate to me .,PD,SHOW,1081.0281982421875,-48.89967346191406
a secretary bought me a chicken .,DO,BUY,the adult showed the chocolate to me .,PD,SHOW,1082.0513916015625,-48.90629577636719
a secretary bought a chicken for me .,PD,BUY,the adult showed me the chocolate .,DO,SHOW,2502.060791015625,-46.94921875
a secretary bought me a chicken .,DO,BUY,the adult showed me the chocolate .,DO,SHOW,2507.51513671875,-46.962284088134766
a student found a chicken for us .,PD,FIND,the adult showed the chocolate to you .,PD,SHOW,1765.171630859375,-52.3320198059082
a student found us a chicken .,DO,FIND,the adult showed the chocolate to you .,PD,SHOW,1783.660888671875,-52.40496063232422
a student found a chicken for us .,PD,FIND,the adult showed you the chocolate .,DO,SHOW,3677.282958984375,-49.25957489013672
a student found us a chicken .,DO,FIND,the adult showed you the chocolate .,DO,SHOW,3723.03369140625,-49.333763122558594
an employer purchased a book for me .,PD,PURCHASE,the adult showed the chocolate to you .,PD,SHOW,1775.0504150390625,-52.37108612060547
an employer purchased me a book .,DO,PURCHASE,the adult showed the chocolate to you .,PD,SHOW,1760.29638671875,-52.312660217285156
an employer purchased a book for me .,PD,PURCHASE,the adult showed you the chocolate .,DO,SHOW,3703.01513671875,-49.301414489746094
an employer purchased me a book .,DO,PURCHASE,the adult showed you the chocolate .,DO,SHOW,3671.4287109375,-49.25001525878906
a physician drew a camera for it .,PD,DRAW,the adult showed the chocolate to them .,PD,SHOW,1100.4290771484375,-49.02418518066406
a physician drew it a camera .,DO,DRAW,the adult showed the chocolate to them .,PD,SHOW,1099.557373046875,-49.018638610839844
a physician drew a camera for it .,PD,DRAW,the adult showed them the chocolate .,DO,SHOW,2092.894775390625,-45.8778190612793
a physician drew it a camera .,DO,DRAW,the adult showed them the chocolate .,DO,SHOW,2101.4267578125,-45.90222930908203
a candidate caught a hat for you .,PD,CATCH,the adult showed the chocolate to us .,PD,SHOW,1318.550537109375,-50.290016174316406
a candidate caught you a hat .,DO,CATCH,the adult showed the chocolate to us .,PD,SHOW,1304.335693359375,-50.214141845703125
a candidate caught a hat for you .,PD,CATCH,the adult showed us the chocolate .,DO,SHOW,2792.736328125,-47.60866165161133
a candidate caught you a hat .,DO,CATCH,the adult showed us the chocolate .,DO,SHOW,2787.15087890625,-47.596649169921875
a lawyer designed a guitar for him .,PD,DESIGN,the adult showed the chocolate to them .,PD,SHOW,1110.858642578125,-49.09021759033203
a lawyer designed him a guitar .,DO,DESIGN,the adult showed the chocolate to them .,PD,SHOW,1101.043212890625,-49.02809143066406
a lawyer designed a guitar for him .,PD,DESIGN,the adult showed them the chocolate .,DO,SHOW,2114.910400390625,-45.94060516357422
a lawyer designed him a guitar .,DO,DESIGN,the adult showed them the chocolate .,DO,SHOW,2093.42041015625,-45.87932586669922
a leader made a bottle for us .,PD,MAKE,the adult showed the chocolate to me .,PD,SHOW,1069.49072265625,-48.824562072753906
a leader made us a bottle .,DO,MAKE,the adult showed the chocolate to me .,PD,SHOW,1069.8975830078125,-48.82722473144531
a leader made a bottle for us .,PD,MAKE,the adult showed me the chocolate .,DO,SHOW,2473.53369140625,-46.88041687011719
a leader made us a bottle .,DO,MAKE,the adult showed me the chocolate .,DO,SHOW,2467.93212890625,-46.86681365966797
a manager threw a tea to you .,PD,THROW,the husband found the beer for you .,PD,FIND,1557.9163818359375,-51.45772933959961
a manager threw you a tea .,DO,THROW,the husband found the beer for you .,PD,FIND,1530.603515625,-51.333919525146484
a manager threw a tea to you .,PD,THROW,the husband found you the beer .,DO,FIND,3349.845703125,-48.700016021728516
a manager threw you a tea .,DO,THROW,the husband found you the beer .,DO,FIND,3246.926513671875,-48.51278305053711
a partner showed a cup to me .,PD,SHOW,the husband found the beer for us .,PD,FIND,1406.5791015625,-50.742408752441406
a partner showed me a cup .,DO,SHOW,the husband found the beer for us .,PD,FIND,1389.6087646484375,-50.657440185546875
a partner showed a cup to me .,PD,SHOW,the husband found us the beer .,DO,FIND,3266.00927734375,-48.547943115234375
a partner showed me a cup .,DO,SHOW,the husband found us the beer .,DO,FIND,3227.421630859375,-48.47663116455078
a mother sold a wire to us .,PD,SELL,the husband found the beer for me .,PD,FIND,1101.9718017578125,-49.033992767333984
a mother sold us a wire .,DO,SELL,the husband found the beer for me .,PD,FIND,1107.1793212890625,-49.066993713378906
a mother sold a wire to us .,PD,SELL,the husband found me the beer .,DO,FIND,2319.92041015625,-46.4957275390625
a mother sold us a wire .,DO,SELL,the husband found me the beer .,DO,FIND,2326.39990234375,-46.5124626159668
a parent threw a bowl to us .,PD,THROW,the husband found the beer for us .,PD,FIND,1408.318603515625,-50.751060485839844
a parent threw us a bowl .,DO,THROW,the husband found the beer for us .,PD,FIND,1401.26025390625,-50.71588897705078
a parent threw a bowl to us .,PD,THROW,the husband found us the beer .,DO,FIND,3257.56494140625,-48.53240966796875
a parent threw us a bowl .,DO,THROW,the husband found us the beer .,DO,FIND,3247.209228515625,-48.5133056640625
an employee fed a salad to him .,PD,FEED,the husband found the beer for me .,PD,FIND,1125.3143310546875,-49.180721282958984
an employee fed him a salad .,DO,FEED,the husband found the beer for me .,PD,FIND,1118.590576171875,-49.138771057128906
an employee fed a salad to him .,PD,FEED,the husband found me the beer .,DO,FIND,2357.086181640625,-46.591087341308594
an employee fed him a salad .,DO,FEED,the husband found me the beer .,DO,FIND,2356.731201171875,-46.59018325805664
a cop sold a pot to you .,PD,SELL,the husband found the beer for her .,PD,FIND,826.2490844726562,-47.018272399902344
a cop sold you a pot .,DO,SELL,the husband found the beer for her .,PD,FIND,818.2806396484375,-46.950435638427734
a cop sold a pot to you .,PD,SELL,the husband found her the beer .,DO,FIND,1556.3172607421875,-44.1004638671875
a cop sold you a pot .,DO,SELL,the husband found her the beer .,DO,FIND,1537.624267578125,-44.02796173095703
a writer threw a salad to him .,PD,THROW,the husband found the beer for us .,PD,FIND,1421.485107421875,-50.816200256347656
a writer threw him a salad .,DO,THROW,the husband found the beer for us .,PD,FIND,1407.1724853515625,-50.745361328125
a writer threw a salad to him .,PD,THROW,the husband found us the beer .,DO,FIND,3304.579345703125,-48.618385314941406
a writer threw him a salad .,DO,THROW,the husband found us the beer .,DO,FIND,3281.705810546875,-48.57670974731445
a mother fed a meal to it .,PD,FEED,the husband found the beer for you .,PD,FIND,1558.0318603515625,-51.458248138427734
a mother fed it a meal .,DO,FEED,the husband found the beer for you .,PD,FIND,1556.2159423828125,-51.4500846862793
a mother fed a meal to it .,PD,FEED,the husband found you the beer .,DO,FIND,3361.7724609375,-48.72134017944336
a mother fed it a meal .,DO,FEED,the husband found you the beer .,DO,FIND,3345.788818359375,-48.692745208740234
a king brought a pie to them .,PD,BRING,the husband found the beer for you .,PD,FIND,1537.580078125,-51.365753173828125
a king brought them a pie .,DO,BRING,the husband found the beer for you .,PD,FIND,1519.017578125,-51.280731201171875
a king brought a pie to them .,PD,BRING,the husband found you the beer .,DO,FIND,3300.140869140625,-48.610321044921875
a king brought them a pie .,DO,BRING,the husband found you the beer .,DO,FIND,3217.055419921875,-48.45732879638672
a child fed a meal to them .,PD,FEED,the husband found the beer for it .,PD,FIND,958.36865234375,-48.05662536621094
a child fed them a meal .,DO,FEED,the husband found the beer for it .,PD,FIND,945.0094604492188,-47.9583625793457
a child fed a meal to them .,PD,FEED,the husband found it the beer .,DO,FIND,2053.107666015625,-45.762657165527344
a child fed them a meal .,DO,FEED,the husband found it the beer .,DO,FIND,2023.5745849609375,-45.675724029541016
a professor showed a juice to him .,PD,SHOW,the prince found the cheese for it .,PD,FIND,1275.82373046875,-50.05942916870117
a professor showed him a juice .,DO,SHOW,the prince found the cheese for it .,PD,FIND,1269.2454833984375,-50.02324295043945
